Tube Diameter,Heated Length,Pressure,Mass Flux,Outlet Quality,Inlet Subcooling,Inlet Temperature,Enthalpy value of water,Enthalpy value of air,Enthalpy Temperature,H/D,121 AI Data,202 AI Data,302 AI Data,401 AI Data,501 AI Data,701 AI Data,801 AI Data,601 AI Data,LUT Data,X Data
0.008,1.92,9811,1574,0.347,0,207,1399.6638428827969,2728.8901646924023,582.7498950436686,240.0,984.562043440792,1395.4342191031033,970.2209342584368,1180.5263999999995,923.4885135735937,997.317963754689,983.639126736598,923.6589826974912,911.652648335725,0.41830877036265063
0.008,1.92,9811,1574,0.347,100,207,1399.6638428827969,2728.8901646924023,582.7498950436686,240.0,1099.141072804919,1319.5314257824357,1093.7507647216994,1224.9404,1050.066079857491,1075.9165003861028,1052.1224697805058,1050.2123007024445,911.7944054590314,0.41829858341164033
0.008,1.92,9811,1574,0.347,200,207,1399.6638428827969,2728.8901646924023,582.7498950436686,240.0,1212.5082101855708,1258.124613745812,1178.562142856509,1361.6212,1176.6436461413891,1154.5150370175188,1229.3665163901003,1176.7656187073974,911.9361625823374,0.41828839646062993
0.008,1.92,9811,1574,0.347,300,207,1399.6638428827969,2728.8901646924023,582.7498950436686,240.0,1349.3549068628065,1170.4703720059445,1259.3729824968827,1511.0289000000002,1303.221212425287,1233.1135736489332,1420.359248765045,1303.3189367123505,912.0779197056437,0.4182782095096197
0.008,1.92,9811,1574,0.347,400,207,1399.6638428827969,2728.8901646924023,582.7498950436686,240.0,1473.2655851375418,1264.6638214232137,1340.6540356576368,1601.8597,1429.7987787091847,1311.712110280347,1494.4473618651691,1429.8722547173036,912.2196768289497,0.4182680225586093
0.008,1.92,9811,1574,0.347,500,207,1399.6638428827969,2728.8901646924023,582.7498950436686,240.0,1584.0590233054886,1420.2328475696145,1448.8754822378896,1758.5332,1556.3763449930825,1390.3106469117615,1652.4074624982177,1556.425572722257,912.3614339522561,0.4182578356075991
0.008,1.92,9811,1574,0.347,600,207,1399.6638428827969,2728.8901646924023,582.7498950436686,240.0,1718.222157631727,1615.5927738438886,1588.1351479236732,1880.6373333333331,1682.9539112769803,1468.909183543176,1779.333406449544,1682.9788907272098,912.5031910755622,0.4182476486565887
0.008,1.92,9811,1574,0.347,700,207,1399.6638428827969,2728.8901646924023,582.7498950436686,240.0,1835.6317829754,1815.5553587535085,1727.9853435420678,1957.2534,1809.5314775608783,1547.5077201745903,2002.6786905153967,1809.5322087321629,912.6449481988683,0.41823746170557835
0.008,1.92,9811,1574,0.347,800,207,1399.6638428827969,2728.8901646924023,582.7498950436686,240.0,1930.1269602453008,1973.538523453712,1868.7349832009595,2149.8973,1936.109043844776,1626.1062568060047,2226.02397458125,1936.085526737116,912.7867053221745,0.41822727475456806
0.008,1.92,9811,1574,0.347,900,207,1399.6638428827969,2728.8901646924023,582.7498950436686,240.0,2019.5845844403232,2083.9584660845385,2017.0455357851324,2228.5393,2062.6866101286737,1704.704793437419,2433.7687060936983,2062.638844742069,912.9284624454805,0.4182170878035577
0.008,1.92,9811,1574,0.347,1000,207,1399.6638428827969,2728.8901646924023,582.7498950436686,240.0,2134.2070633741737,2173.3460895126186,2157.624389225913,2289.7828000000004,2189.2641764125715,1783.3033300688342,2458.1775572804504,2189.192162747022,913.0702195687869,0.41820690085254747
0.008,1.92,9811,1574,0.347,1100,207,1399.6638428827969,2728.8901646924023,582.7498950436686,240.0,2261.728514734592,2275.54120884411,2301.062138973245,2384.114,2315.8417426964693,1861.901866700248,2482.5864084672025,2315.745480751975,913.2119766920931,0.4181967139015371
0.008,1.92,9811,1574,0.347,1200,207,1399.6638428827969,2728.8901646924023,582.7498950436686,240.0,2407.1910334046456,2387.9417830345283,2465.787711315588,2457.6803,2442.419308980367,1940.5004033316616,2545.971933036496,2442.298798756928,913.3537338153993,0.4181865269505268
0.008,1.92,9811,1574,0.347,1300,207,1399.6638428827969,2728.8901646924023,582.7498950436686,240.0,2531.61352484239,2482.4905607561623,2644.090752422189,2471.7803,2568.996875264265,2019.098939963077,2660.618390255137,2568.852116761881,913.4954909387053,0.4181763399995165
0.008,1.92,9811,1574,0.347,1400,207,1399.6638428827969,2728.8901646924023,582.7498950436686,240.0,2655.906568817497,2538.415184997171,2833.8725911545725,2480.3903,2695.5744415481627,2097.6974765944915,2813.913594619441,2695.4054347668343,913.6372480620115,0.4181661530485062
