Tube Diameter,Heated Length,Pressure,Mass Flux,Outlet Quality,Inlet Subcooling,Inlet Temperature,Enthalpy value of water,Enthalpy value of air,Enthalpy Temperature,H/D,110 AI Data,111 AI Data,112 AI Data,113 AI Data,114 AI Data,115 AI Data,116 AI Data,117 AI Data,118 AI Data,119 AI Data,120 AI Data,200 AI Data,201 AI Data,300 AI Data,301 AI Data,401 AI Data,501 AI Data,601 AI Data,801 AI Data
0.008,1,17650,2003,-0.5,824,202,1717.0784426362372,2523.3834803638865,628.5232362154733,125.0,2774.0500282218704,2735.379057355528,2720.559908038159,2772.113296855269,2769.821853826668,2792.077994670952,2711.21986330458,7003.97616208151,2769.7622766873965,4278.148431871993,4293.032470939779,2602.593567294645,1328.330675161848,2627.6108429136016,368.56933481914257,1927.80004,2180.5781820200204,2180.5019413552945,2742.64200901839
0.008,1,17650,2003,-0.4,824,202,1717.0784426362372,2523.3834803638865,628.5232362154733,125.0,2774.0500282218704,2735.379057355528,2720.559908038159,2772.113296855269,2769.821853826668,2792.077994670952,2711.21986330458,7003.97616208151,2769.7622766873965,3884.752422610082,3901.434590814412,2671.2510974299053,1288.4586272704328,2627.6108429136016,368.56933481914257,1927.80004,2180.5781820200204,2180.5019413552945,2742.64200901839
0.008,1,17650,2003,-0.3,824,202,1717.0784426362372,2523.3834803638865,628.5232362154733,125.0,2774.0500282218704,2735.379057355528,2720.559908038159,2772.113296855269,2769.821853826668,2792.077994670952,2711.21986330458,7003.97616208151,2769.7622766873965,3460.078415230684,3483.05356107264,2718.908824388669,1216.7606708031517,2627.6108429136016,368.56933481914257,1927.80004,2180.5781820200204,2180.5019413552945,2742.64200901839
0.008,1,17650,2003,-0.2,824,202,1717.0784426362372,2523.3834803638865,628.5232362154733,125.0,2774.0500282218704,2735.379057355528,2720.559908038159,2772.113296855269,2769.821853826668,2792.077994670952,2711.21986330458,7003.97616208151,2769.7622766873965,2943.3878957188267,2943.7627194087336,2730.448005532201,1088.728781866539,2627.6108429136016,368.56933481914257,1927.80004,2180.5781820200204,2180.5019413552945,2742.64200901839
0.008,1,17650,2003,-0.1,824,202,1717.0784426362372,2523.3834803638865,628.5232362154733,125.0,2774.0500282218704,2735.379057355528,2720.559908038159,2772.113296855269,2769.821853826668,2792.077994670952,2711.21986330458,7003.97616208151,2769.7622766873965,2522.429964967454,2438.176363568865,2738.641000598693,1017.4543164019768,2627.6108429136016,368.56933481914257,1927.80004,2180.5781820200204,2180.5019413552945,2742.64200901839
0.008,1,17650,2003,-1.1102230246251563e-16,824,202,1717.0784426362372,2523.3834803638865,628.5232362154733,125.0,2774.0500282218704,2735.379057355528,2720.559908038159,2772.113296855269,2769.821853826668,2792.077994670952,2711.21986330458,7003.97616208151,2769.7622766873965,2032.866539209628,1939.5022247447305,2746.023253257202,960.9795523032692,2627.6108429136016,368.56933481914257,1927.80004,2180.5781820200204,2180.5019413552945,2742.64200901839
0.008,1,17650,2003,0.0999999999999998,824,202,1717.0784426362372,2523.3834803638865,628.5232362154733,125.0,2774.0500282218704,2735.379057355528,2720.559908038159,2772.113296855269,2769.821853826668,2792.077994670952,2711.21986330458,7003.97616208151,2769.7622766873965,1496.1430168816487,1459.9192149581015,2751.877940475348,917.5328286215416,2627.6108429136016,368.56933481914257,1927.80004,2180.5781820200204,2180.5019413552945,2742.64200901839
0.008,1,17650,2003,0.1999999999999998,824,202,1717.0784426362372,2523.3834803638865,628.5232362154733,125.0,2774.0500282218704,2735.379057355528,2720.559908038159,2772.113296855269,2769.821853826668,2792.077994670952,2711.21986330458,7003.97616208151,2769.7622766873965,1127.8771287915022,1089.3773947665368,2755.987814404513,885.8024047442053,2627.6108429136016,368.56933481914257,1927.80004,2180.5781820200204,2180.5019413552945,2742.64200901839
0.008,1,17650,2003,0.2999999999999998,824,202,1717.0784426362372,2523.3834803638865,628.5232362154733,125.0,2774.0500282218704,2735.379057355528,2720.559908038159,2772.113296855269,2769.821853826668,2792.077994670952,2711.21986330458,7003.97616208151,2769.7622766873965,842.7903664958242,728.831916521098,2759.779121401077,862.8139773743858,2627.6108429136016,368.56933481914257,1927.80004,2180.5781820200204,2180.5019413552945,2742.64200901839
0.008,1,17650,2003,0.3999999999999998,824,202,1717.0784426362372,2523.3834803638865,628.5232362154733,125.0,2774.0500282218704,2735.379057355528,2720.559908038159,2772.113296855269,2769.821853826668,2792.077994670952,2711.21986330458,7003.97616208151,2769.7622766873965,633.40489776952,460.104486434622,2763.2792783332725,846.4291256580757,2627.6108429136016,368.56933481914257,1927.80004,2180.5781820200204,2180.5019413552945,2742.64200901839
