Tube Diameter,Heated Length,Pressure,Mass Flux,Outlet Quality,Inlet Subcooling,Inlet Temperature,Enthalpy value of water,Enthalpy value of air,Enthalpy Temperature,H/D,110 AI Data,111 AI Data,112 AI Data,113 AI Data,114 AI Data,115 AI Data,116 AI Data,117 AI Data,118 AI Data,119 AI Data,120 AI Data,200 AI Data,201 AI Data,300 AI Data,301 AI Data,401 AI Data,501 AI Data,601 AI Data,801 AI Data
0.008,1.57,12750,0,0.142,428,247,1521.4545553469486,2668.7526570881723,602.4983788519311,196.25,179.62261958517638,231.43110860531283,286.1202661508892,129.26741431742607,238.32621379541607,216.48208491905484,262.363976734473,1751.0733705123532,264.04760012722704,1089.7856120122133,3030.9821334131702,515.830077493797,908.3506443334207,311.74147181539024,1493.2809899292452,379.49,669.236492664861,676.2675564071948,200.57481383325992
0.008,1.57,12750,400,0.142,428,247,1521.4545553469486,2668.7526570881723,602.4983788519311,196.25,641.0905384716432,652.1817526539655,628.2169432500993,554.3264911367967,734.5747543010257,648.7672615764873,625.6393781641057,1856.019556746056,613.6705395942042,1940.8117003824784,2901.380415317173,727.5851605269822,1029.439282541426,602.3439577645374,1453.0952845271356,379.49,893.1366279505613,899.3839403758883,704.1940892781508
0.008,1.57,12750,800,0.142,428,247,1521.4545553469486,2668.7526570881723,602.4983788519311,196.25,978.594368367754,955.5551865878864,914.6454244641142,950.62982684793,1012.9465184112288,952.8070487369088,937.524563833232,1931.814295350752,952.4180897066336,2105.7360924535287,2368.899202724765,925.9732395785112,1193.392628906589,1008.5694486018758,1360.4736327814164,379.49,1117.0367632362618,1122.5003243445817,996.26732542494
0.008,1.57,12750,1200,0.142,428,247,1521.4545553469486,2668.7526570881723,602.4983788519311,196.25,1204.683018572829,1196.935855936283,1125.9393064422547,1217.995188818022,1205.752371301917,1188.881273363735,1141.2586950197797,1989.719883189549,1187.976042371812,2078.85444607781,2069.3827719163028,1097.3737283525995,1289.2936084667658,1154.7320460923966,1214.859752127752,732.4078000000002,1340.936898521962,1345.6167083132757,1214.900202417495
0.008,1.57,12750,1600,0.142,428,247,1521.4545553469486,2668.7526570881723,602.4983788519311,196.25,1374.7118575568609,1393.5509458861504,1332.2345905410798,1391.495012806978,1372.040325661236,1384.975774855399,1328.7692501854972,2030.066484814914,1387.6304202370266,1906.193320927138,1928.3609676627807,1268.003983378687,1198.2751082851591,1373.635484591617,1098.9143855847135,1149.13641,1564.8370338076625,1568.733092281969,1468.951864367775
0.008,1.57,12750,2000,0.142,428,247,1521.4545553469486,2668.7526570881723,602.4983788519311,196.25,1548.1129950503914,1572.7673292034765,1523.7310508035694,1536.7162108591629,1546.6457182597208,1549.764529323148,1506.9658256160671,2061.2151303378205,1561.557956857201,1704.1453567831004,1653.9258484111867,1439.0997322393605,1030.32421176933,1546.373328353458,1014.594898321118,1382.13881,1788.737169093363,1791.8494762506623,1746.2269490479787
0.008,1.57,12750,2400,0.142,428,247,1521.4545553469486,2668.7526570881723,602.4983788519311,196.25,1730.3809635548448,1765.8541041962287,1722.2026848955652,1722.5912881706297,1722.1696530242596,1759.0510150913517,1698.190038274378,2078.415989639231,1750.140544774593,1542.7327429811253,1466.8206288739398,1636.3987734401471,886.649766221868,1765.5224514011306,982.0895921610286,1529.79831,2012.6373043790636,2014.9658602193565,1951.4565684502718
0.008,1.57,12750,2800,0.142,428,247,1521.4545553469486,2668.7526570881723,602.4983788519311,196.25,1926.821211677201,1962.4081287641936,1949.010245230256,1927.4454672037784,1899.425777697055,1938.055795209402,1888.883671682321,2094.313931057276,1928.9107991992976,1430.0333818478166,1354.8761802975614,1853.4231247753928,797.8702470338034,1996.6071617650189,956.562021267962,1654.8461999999993,2236.537439664764,2238.0822441880496,2047.8759601417487
0.008,1.57,12750,3200,0.142,428,247,1521.4545553469486,2668.7526570881723,602.4983788519311,196.25,2132.8985245584804,2167.234784202548,2157.8935536182667,2147.5355272080133,2104.328108197961,2097.5113403052355,2091.2290590409416,2094.2775017237086,2115.1977343180965,1409.6762860348222,1336.3411440882792,2067.450807669524,760.0511913118194,2169.386462867404,931.034640111008,1834.64378,2460.4375749504643,2461.198628156744,2156.5955092500926
0.008,1.57,12750,3600,0.142,428,247,1521.4545553469486,2668.7526570881723,602.4983788519311,196.25,2356.510098666054,2383.7290721324803,2371.370847626051,2373.2829607320778,2316.61774901062,2266.3389125280823,2311.583338440102,2087.5418697360183,2308.5738865284184,1470.240859468816,1458.7327476136782,2262.2877144916547,770.7820966168283,2328.970139131595,967.0235012934634,1872.56828,2684.3377102361646,2684.3150121254366,2322.6161104444946
