Number,Reference ID,Tube Diameter,Heated Length,Pressure,Mass Flux,Outlet Quality,Inlet Subcooling,Inlet Temperature,CHF,Hw,Hg,Tsat,H/D,TinK,RQufP,Roufg,Rouin,Sigmaf
9119,31,0.00782,0.25,9800.0,1504.0,-0.063,549.0,198.8,5418.0,1399.1843340369703,2729.08724642355,582.6677976573421,31.9693094629156,471.95,691.7453887617045,54.08976404651901,866.0645769386662,0.0379483023585174
9120,31,0.00782,0.25,9800.0,1504.0,-0.039,457.0,219.26,4735.0,1399.1843340369703,2729.08724642355,582.6677976573421,31.9693094629156,492.41,691.7453887617045,54.08976404651901,841.1709159770562,0.0332384591605215
9154,31,0.00795,2.0,9800.0,1495.0,0.367,549.0,198.8,1535.0,1399.1843340369703,2729.08724642355,582.6677976573421,251.57232704402517,471.95,691.7453887617045,54.08976404651901,866.0645769386662,0.0379483023585174
9155,31,0.00795,2.0,9800.0,1495.0,0.39,459.0,218.82,1465.0,1399.1843340369703,2729.08724642355,582.6677976573421,251.57232704402517,491.97,691.7453887617045,54.08976404651901,841.73132944236,0.0333405859926655
9156,31,0.00795,2.0,9800.0,1495.0,0.407,366.0,238.95,1349.0,1399.1843340369703,2729.08724642355,582.6677976573421,251.57232704402517,512.0999999999999,691.7453887617045,54.08976404651901,814.8419160691385,0.0286402287343343
9249,31,0.0082,5.34,9800.0,1500.0,0.465,457.0,219.26,617.0,1399.1843340369703,2729.08724642355,582.6677976573421,651.2195121951219,492.41,691.7453887617045,54.08976404651901,841.1709159770562,0.0332384591605215
9250,31,0.0082,5.34,9800.0,1500.0,0.466,368.0,238.53,567.0,1399.1843340369703,2729.08724642355,582.6677976573421,651.2195121951219,511.68,691.7453887617045,54.08976404651901,815.4305459957228,0.0287387775105126
9276,31,0.0085,1.8,9800.0,1645.0,0.336,401.0,231.45,1651.0,1399.1843340369703,2729.08724642355,582.6677976573421,211.76470588235293,504.6,691.7453887617045,54.08976404651901,825.1695289047238,0.0303974220908792
9277,31,0.0085,1.8,9800.0,1655.0,0.359,301.0,252.62,1523.0,1399.1843340369703,2729.08724642355,582.6677976573421,211.76470588235293,525.77,691.7453887617045,54.08976404651901,794.9696025975793,0.0254263358468732
9278,31,0.0085,1.8,9800.0,1655.0,0.356,306.0,251.58,1523.0,1399.1843340369703,2729.08724642355,582.6677976573421,211.76470588235293,524.73,691.7453887617045,54.08976404651901,796.532379468658,0.0256711423400206
